Year,Quarter,Number of institutions reporting,Total employees (full-time equivalent),Total Assets,  Loans secured by real estate,    1-4 Family residential mortgages,    Nonfarm nonresidential,    Construction and development,    Home equity lines,    Multifamily residential real estate,    Farmland,    Real estate loans in foreign offices,  Commercial & industrial loans,  Loans to individuals,    Credit cards,    Other loans to individuals,        Auto loans,  Farm loans,  Loans to depository institutions,  Loans to foreign governments & official institutions,  Obligations of states & political subdivisions in the U.S.,  Other loans,  Acceptances of other banks,  Lease financing receivables,  Gross total loans and leases,    Less: Unearned income,  Total loans and leases,    Less: Reserve for losses,  Net loans and leases,  Securities,    Available for sale (fair value),    Held to maturity (amortized cost),    U.S. Treasury securities,    Mortgage-backed securities,    State and municipal securities,    Equity securities,  Cash and due from depository institutions,  Federal  funds sold and reverse repurchase agreements,  Bank premises and fixed assets,  Other real estate owned,  Trading account assets,  Intangible assets,    Goodwill,  Other Assets,Total liabilities and capital,  Deposits,    Foreign office deposits,    Domestic office deposits,      Interest-bearing deposits,      Noninterest-bearing deposits,      Estimated insured deposits,      Time deposits,      Brokered deposits,  Federal funds purchased & repurchase agreements,  FHLB advances,  Other borrowed money,  Banks liability on acceptances,  Subordinated debt,  Trading account liabilities,  Other liabilities,  Total liabilities,  Total equity capital,    Total bank equity capital  ,      Perpetual preferred stock,      Common stock,      Surplus,      Undivided profits,      Foreign currency translation adjustment,      Cumulative other comprehensive income,        Net unrealized gains/losses on a-f-s securities,Tier 1 leverage capital (PCA definition),Tier 1 risk based capital (PCA definition),Total risk based capital (PCA definition),Loans and leases 30-89 days past due,Loans and leases 90 days or more past due,Loans and leases in nonaccrual status,Restructured and current loans and leases,"Income earned, not collected on loans",Loans and leases in foreign offices,Assets in foreign offices,Loans and leases held for sale,Earning assets,Unused loan commitments - total,  Unused home equity lines,  Unused credit card lines,  Unused commercial real estate lines,  All other unused loan commitments,    Unused unsecured commercial real estate lines,  Unused securities underwriting commitments,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Number of institutions reporting,Total employees (full-time equivalent),Total Assets,  Loans secured by real estate,    1-4 Family residential mortgages,    Nonfarm nonresidential,    Construction and development,    Home equity lines,    Multifamily residential real estate,    Farmland,    Real estate loans in foreign offices,  Commercial & industrial loans,  Loans to individuals,    Credit cards,    Other loans to individuals,        Auto loans,  Farm loans,  Loans to depository institutions,  Loans to foreign governments & official institutions,  Obligations of states & political subdivisions in the U.S.,  Other loans,  Acceptances of other banks,  Lease financing receivables,  Gross total loans and leases,    Less: Unearned income,  Total loans and leases,    Less: Reserve for losses,  Net loans and leases,  Securities,    Available for sale (fair value),    Held to maturity (amortized cost),    U.S. Treasury securities,    Mortgage-backed securities,    State and municipal securities,    Equity securities,  Cash and due from depository institutions,  Federal  funds sold and reverse repurchase agreements,  Bank premises and fixed assets,  Other real estate owned,  Trading account assets,  Intangible assets,    Goodwill,  Other Assets,Total liabilities and capital,  Deposits,    Foreign office deposits,    Domestic office deposits,      Interest-bearing deposits,      Noninterest-bearing deposits,      Estimated insured deposits,      Time deposits,      Brokered deposits,  Federal funds purchased & repurchase agreements,  FHLB advances,  Other borrowed money,  Banks liability on acceptances,  Subordinated debt,  Trading account liabilities,  Other liabilities,  Total liabilities,  Total equity capital,    Total bank equity capital  ,      Perpetual preferred stock,      Common stock,      Surplus,      Undivided profits,      Foreign currency translation adjustment,      Cumulative other comprehensive income,        Net unrealized gains/losses on a-f-s securities,Tier 1 leverage capital (PCA definition),Tier 1 risk based capital (PCA definition),Total risk based capital (PCA definition),Loans and leases 30-89 days past due,Loans and leases 90 days or more past due,Loans and leases in nonaccrual status,Restructured and current loans and leases,"Income earned, not collected on loans",Loans and leases in foreign offices,Assets in foreign offices,Loans and leases held for sale,Earning assets,Unused loan commitments - total,  Unused home equity lines,  Unused credit card lines,  Unused commercial real estate lines,  All other unused loan commitments,    Unused unsecured commercial real estate lines,  Unused securities underwriting commitments
1997,1,"11,338","1,748,360","5,667,302","1,783,011","1,060,667","368,520","96,717","105,104","97,661","25,456","28,884","746,226","593,571","230,621","362,950",N/A,"39,491","86,954","8,151","18,426","108,134","1,874","84,698","3,470,833","5,381","3,465,452","60,654","3,404,798","1,071,213","781,284","289,928","180,970","533,402","76,963","31,063","329,542","265,380","76,150","6,993","256,829","64,379","40,035","172,940","5,667,302","3,920,510","475,871","3,444,639","2,800,877","643,762","2,711,024","1,494,336","61,135","446,432","97,561","340,366","19,133","54,695","165,866","125,253","5,191,384","475,918","475,918","3,218","36,131","216,561","222,408","-1,108","-2,379","-1,292","431,365","431,365","529,479","47,029","10,528","27,531","7,864","24,924","260,010","686,697","46,882","4,980,803","2,827,170","97,690","1,502,423","94,223","1,046,404","16,917",716,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,2,"11,161","1,762,979","5,803,461","1,824,007","1,084,038","376,046","101,542","109,518","97,940","26,280","28,642","770,466","607,920","240,033","367,887",N/A,"43,897","90,654","8,104","18,243","112,740","1,928","89,992","3,568,198","5,383","3,562,815","61,551","3,501,263","1,078,577","797,267","281,310","174,229","536,369","77,244","33,029","349,342","255,058","76,630","6,618","272,014","67,206","42,299","177,597","5,803,461","3,998,488","504,198","3,494,290","2,816,629","677,661","2,711,394","1,516,403","68,479","438,014","105,665","373,507","19,211","56,759","166,251","122,157","5,312,460","491,001","491,001","3,852","36,343","221,941","226,529","-1,178","1,740","3,513","438,365","438,365","538,449","43,192","10,277","26,638","7,395","26,226","274,176","721,826","50,191","5,097,075","2,969,668","102,815","1,573,349","102,657","1,101,552","17,710",825,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,3,"11,028","1,770,294","5,894,612","1,858,318","1,100,402","383,610","105,694","113,562","98,394","27,039","29,618","781,304","606,954","235,495","371,458",N/A,"45,279","82,369","8,028","19,379","110,123","1,969","96,699","3,610,661","4,977","3,605,683","62,052","3,543,632","1,082,969","806,814","276,155","166,412","542,485","77,666","33,733","340,614","273,828","77,063","6,339","295,504","69,219","43,753","186,552","5,894,612","4,011,360","507,048","3,504,312","2,863,267","641,045","2,710,344","1,549,451","69,991","467,641","106,762","370,824","18,913","58,027","191,425","133,254","5,390,604","504,009","504,009","3,799","35,859","227,397","231,885","-1,225","4,126","6,294","447,340","447,340","549,028","43,439","10,398","26,611","6,302","26,932","276,529","749,698","54,560","5,175,348","3,104,178","104,913","1,632,736","106,535","1,169,648","20,715",646,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1997,4,"10,923","1,784,482","6,044,718","1,876,866","1,110,141","388,874","108,003","115,619","98,843","27,228","28,157","811,201","612,704","246,218","366,486",N/A,"45,145","85,608","7,832","18,775","115,275","2,002","102,201","3,677,892","4,684","3,673,208","61,877","3,611,332","1,120,560","854,302","266,259","161,552","564,777","78,989","35,046","379,400","271,008","78,002","5,877","297,772","72,674","45,483","190,872","6,044,718","4,125,800","526,195","3,599,605","2,911,027","688,578","2,745,165","1,556,872","68,463","466,768","118,620","380,769","17,331","64,950","206,203","131,453","5,537,340","507,378","507,378","3,931","35,586","231,840","230,703","-1,360","4,235","6,677","447,993","447,993","556,967","47,312","10,867","25,417","5,843","26,782","283,967","748,022","64,116","5,274,547","3,233,777","110,392","1,694,133","115,578","1,221,306","21,947",496,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,1,"10,780","1,802,023","6,152,712","1,910,928","1,136,064","393,944","111,095","114,011","99,175","27,734","28,904","836,519","593,066","225,649","367,417",N/A,"43,334","94,944","7,061","18,538","124,129","1,794","105,704","3,736,303","4,533","3,731,770","62,389","3,669,381","1,154,490","897,849","256,641","170,032","584,907","80,268","37,138","355,924","287,813","78,824","5,726","306,272","78,048","49,709","201,167","6,152,712","4,175,395","528,573","3,646,822","2,967,309","679,513","2,775,773","1,576,481","70,261","481,294","116,690","399,497","15,237","68,912","206,401","146,766","5,631,127","521,585","521,585","3,908","35,284","242,696","234,210","-1,397","4,362","6,884","458,196","458,196","572,125","46,650","10,309","26,534","5,322","27,000","294,195","757,779","86,079","5,388,387","3,484,625","114,041","1,808,495","120,008","1,291,257","23,039",487,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,2,"10,713","1,842,567","6,229,499","1,918,041","1,134,776","395,789","116,532","114,428","98,816","28,608","29,090","867,203","599,714","231,067","368,647",N/A,"47,420","100,520","7,602","18,233","129,491","1,547","111,183","3,801,192","4,423","3,796,770","63,577","3,733,193","1,146,060","891,711","254,349","155,855","580,661","82,585","38,042","357,544","284,422","79,670","5,294","302,252","88,844","53,660","218,627","6,229,499","4,209,354","549,037","3,660,317","2,955,713","704,604","2,768,601","1,557,533","71,404","448,447","118,545","427,110","13,756","70,202","206,901","147,721","5,689,968","539,531","539,531","3,815","35,957","251,030","243,126","-1,503","4,400","7,106","468,986","468,986","585,242","42,898","10,223","25,696","4,848","27,829","298,648","770,863","92,100","5,434,615","3,704,345","119,708","1,957,119","125,913","1,328,438","23,449",578,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,3,"10,624","1,843,713","6,327,525","1,934,768","1,135,751","404,018","125,084","114,237","96,812","28,989","29,878","893,348","609,044","230,351","378,693",N/A,"48,582","101,149","8,110","18,830","127,108","1,583","118,165","3,860,910","4,435","3,856,475","64,440","3,792,034","1,178,198","931,709","246,490","129,834","625,999","86,475","39,776","332,456","304,123","80,909","5,061","308,183","91,137","54,999","221,736","6,327,525","4,203,244","554,722","3,648,522","2,979,515","669,007","2,763,822","1,555,918","72,140","477,655","125,674","452,543","13,782","71,647","235,227","165,364","5,774,881","552,644","552,644","4,143","35,998","256,466","247,518","-1,419","7,065","9,938","478,226","478,226","597,475","45,186","10,357","25,581","4,625","29,171","304,440","758,517","95,684","5,517,513","3,827,721","123,396","2,047,257","130,958","1,365,275","23,374",297,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1998,4,"10,464","1,863,910","6,531,025","1,989,580","1,170,150","418,201","130,115","113,433","97,731","29,315","30,635","919,610","623,659","241,795","381,864",N/A,"46,632","97,523","7,888","18,847","131,368","1,487","125,324","3,962,171","4,305","3,957,866","64,183","3,893,682","1,249,369","1,012,310","237,059","120,444","677,470","90,014","43,199","386,864","293,070","82,418","4,726","287,651","94,432","55,538","227,127","6,531,024","4,386,260","572,034","3,814,226","3,076,552","737,674","2,848,860","1,570,185","77,713","499,348","143,096","467,672","11,806","75,597","209,814","168,920","5,974,270","556,755","556,755","3,998","35,670","263,402","247,661","-1,370","4,874","7,395","483,774","483,774","608,066","48,312","11,333","26,156","4,283","27,901","300,116","723,574","121,233","5,687,326","3,898,571","124,851","2,042,675","139,351","1,428,161","22,033",213,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,"10,391","1,860,276","6,521,925","1,993,253","1,155,202","429,533","136,414","112,415","99,696","29,807","30,186","943,849","602,759","220,446","382,312",N/A,"44,319","104,315","8,847","19,038","128,675","1,299","135,063","3,981,630","4,027","3,977,603","64,872","3,912,731","1,283,614","1,046,617","236,997","133,156","678,546","91,736","42,941","340,056","281,343","82,925","4,667","270,193","98,153","56,626","237,574","6,521,925","4,336,493","574,726","3,761,767","3,079,916","681,851","2,829,439","1,555,152","78,384","520,886","152,219","487,107","10,747","76,429","191,959","164,842","5,956,607","565,318","565,318","4,008","35,499","267,744","256,491","-1,567",838,"3,143","495,401","495,153","619,819","45,838","10,864","27,413","3,836","27,354","302,564","751,822","103,185","5,710,301","3,938,477","129,479","2,058,028","142,522","1,441,971","24,659",511,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,2,"10,328","1,864,605","6,594,815","2,029,963","1,173,781","440,607","144,226","109,292","100,123","30,829","31,105","959,621","592,147","205,833","386,313",N/A,"46,449","117,808","8,866","19,210","138,764","1,242","139,745","4,053,994","3,852","4,050,142","64,636","3,985,506","1,297,720","1,058,740","238,980","121,912","666,536","91,606","43,295","355,099","271,917","83,787","4,268","233,509","100,988","57,106","252,291","6,594,815","4,379,996","594,107","3,785,889","3,064,280","721,609","2,831,866","1,546,840","83,600","522,578","164,380","497,905","9,799","77,516","176,976","161,587","6,032,435","562,380","562,380","4,367","35,564","270,846","260,532","-1,340","-8,259","-7,591","503,080","502,840","628,472","43,383","10,242","26,563","3,569","27,417","304,189","717,563","91,454","5,775,255","3,906,050","133,227","1,988,637","150,048","1,472,414","25,935",526,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,3,"10,271","1,878,658","6,655,739","2,107,613","1,216,485","452,751","155,324","115,404","104,556","31,619","31,474","970,187","591,201","202,873","388,328",N/A,"46,986","107,882","9,330","19,845","129,017","1,449","147,612","4,131,294","3,864","4,127,431","65,453","4,061,977","1,319,421","1,085,272","234,149","118,148","668,812","92,020","43,902","346,834","237,372","84,024","4,147","236,973","102,557","58,011","253,617","6,655,739","4,405,244","602,778","3,802,466","3,101,438","701,028","2,838,794","1,576,411","103,433","508,921","174,600","530,839","8,855","79,060","177,963","158,906","6,090,261","565,477","565,477","4,356","34,355","274,175","265,090","-1,209","-11,214","-11,291","509,474","509,240","636,552","45,813","10,695","27,990","3,213","28,865","290,038","706,854","76,897","5,830,069","4,021,483","145,701","2,048,436","147,373","1,524,570","25,473",434,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,4,"10,222","1,901,596","6,883,659","2,180,897","1,250,540","470,863","164,723","121,333","108,729","32,150","32,558","996,317","617,661","227,497","390,165",N/A,"45,738","101,256","8,611","20,010","129,667","1,278","152,676","4,254,329","3,878","4,250,450","65,652","4,184,798","1,337,930","1,097,913","240,017","116,033","676,206","92,787","47,342","395,024","236,900","85,469","3,920","258,329","112,879","62,060","259,463","6,883,659","4,538,039","655,589","3,882,450","3,165,893","716,557","2,867,910","1,619,610","120,327","527,387","189,894","562,997","9,040","79,469","186,871","166,714","6,309,022","574,637","574,637","4,440","33,832","286,852","267,000","-1,038","-15,440","-16,452","518,951","518,806","647,923","46,389","10,319","28,215","2,826","29,741","281,204","739,756","85,178","6,010,848","4,166,592","151,199","2,129,462","147,205","1,583,812","25,043",311,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,1,"10,152","1,893,838","7,004,568","2,241,687","1,274,932","489,324","173,176","127,686","111,206","32,997","32,366","1,027,461","616,339","222,687","393,653",N/A,"43,820","100,246","7,164","20,578","132,989","1,302","152,751","4,344,592","3,454","4,341,138","66,754","4,274,384","1,339,655","1,102,704","236,951","112,396","680,165","93,095","49,552","343,711","260,242","85,738","3,917","287,635","116,631","64,610","283,261","7,004,568","4,590,221","639,489","3,950,732","3,227,808","722,924","2,918,109","1,654,226","133,598","563,616","193,059","573,984","9,532","81,952","197,132","171,874","6,418,191","586,378","586,378","4,446","33,441","292,915","275,483","-1,092","-17,579","-18,812","531,257","531,059","663,188","46,088","10,600","29,439","2,769","31,235","284,416","722,735","79,856","6,120,655","4,286,164","158,457","2,224,136","146,497","1,576,287","23,758",504,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,2,"10,102","1,904,616","7,163,614","2,328,549","1,325,691","503,770","181,842","136,530","114,628","34,048","32,040","1,061,737","630,983","234,557","396,426",N/A,"47,500","109,876","7,852","20,484","137,188","1,326","160,462","4,506,147","3,413","4,502,735","68,959","4,433,776","1,325,423","1,088,260","237,163","104,543","663,457","93,855","49,680","365,318","255,340","86,129","3,891","272,052","118,068","64,311","293,599","7,163,614","4,689,860","685,411","4,004,449","3,270,897","733,552","2,975,919","1,708,930","168,327","563,905","204,235","605,842","10,087","85,050","182,359","174,624","6,564,219","599,395","599,395","4,451","33,412","301,034","278,893","-1,189","-16,031","-17,201","541,749","541,606","677,257","45,724","10,315","31,586","2,673","33,058","291,467","726,356","109,435","6,270,668","4,399,846","167,195","2,304,660","153,933","1,588,433","28,841",788,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,3,"9,988","1,900,036","7,269,388","2,382,728","1,350,488","514,467","191,100","144,754","116,209","34,245","31,465","1,074,511","647,517","245,032","402,485",N/A,"47,857","123,746","6,961","21,481","132,908","1,324","165,243","4,604,457","3,249","4,601,208","69,823","4,531,386","1,337,956","1,107,987","229,969","96,681","657,789","93,995","50,471","356,403","238,880","86,493","3,890","280,053","121,181","65,328","303,822","7,269,388","4,749,131","694,207","4,054,924","3,332,643","722,281","3,007,150","1,749,967","194,554","557,416","204,248","619,701","9,377","87,359","195,336","186,399","6,648,093","621,295","621,295","4,524","32,664","308,358","287,006","-1,350","-10,022","-9,900","555,506","555,236","694,183","50,414","10,999","33,346","3,267","36,343","293,233","722,870","114,884","6,370,809","4,595,726","170,288","2,432,504","153,788","1,612,903","26,570","2,917",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2000,4,"9,904","1,914,517","7,462,898","2,396,183","1,340,011","525,049","196,983","150,756","116,980","34,370","32,033","1,085,957","671,887","265,984","405,903",N/A,"48,580","118,177","6,352","21,399","129,176","1,552","166,895","4,646,423","3,098","4,643,324","71,412","4,571,912","1,360,957","1,133,606","227,351","77,881","683,897","96,512","51,734","397,691","295,032","87,871","3,907","304,753","120,792","66,753","311,899","7,462,898","4,914,760","706,666","4,208,094","3,437,094","771,000","3,053,672","1,784,102","219,817","553,278","223,280","614,653","8,170","90,166","211,680","198,067","6,829,622","633,276","633,276","4,671","32,153","309,855","286,473","-1,320",-14,"1,437","556,457","556,141","698,830","56,461","11,782","37,011","2,704","37,284","293,326","760,432","108,293","6,503,097","4,733,681","178,457","2,539,619","161,244","1,627,239","30,581","2,823",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,1,"9,822","1,933,464","7,572,689","2,443,168","1,357,973","531,709","210,164","154,468","119,086","34,660","35,108","1,082,186","663,193","233,008","430,184",N/A,"46,654","123,182","5,875","22,049","123,660",N/A,"170,607","4,680,807","2,970","4,677,838","72,201","4,605,636","1,328,589","1,152,896","175,693","59,033","706,065","97,695","26,614","393,686","349,378","88,101","4,063","322,608","120,157","70,010","352,189","7,572,689","4,948,420","671,106","4,277,314","3,533,743","743,571","3,138,500","1,787,971","243,725","585,329","438,223","414,457","8,291","93,692","218,151","203,444","6,918,988","653,702","653,702","4,729","31,637","315,484","295,998",N/A,"5,877","7,444","565,384","565,020","709,687","55,591","12,448","39,906","2,535","50,217","297,934","775,015","126,199","6,603,811","4,842,034","193,389","2,614,505","158,049","1,623,474","28,286","2,415",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,2,"9,747","1,954,156","7,635,924","2,488,635","1,376,406","540,931","221,412","160,995","118,733","35,452","34,705","1,065,421","675,790","242,392","433,398",N/A,"49,560","117,899","5,742","23,275","124,767",N/A,"170,045","4,721,447","2,945","4,718,502","73,384","4,645,118","1,335,492","1,166,653","168,839","57,458","716,572","98,038","26,930","418,668","342,557","88,791","4,235","315,646","126,495","72,796","351,342","7,635,924","5,020,363","682,424","4,337,939","3,565,476","772,463","3,152,297","1,776,643","253,076","592,951","438,673","405,773","7,588","93,473","197,061","205,516","6,970,294","665,630","665,630","5,209","31,610","322,644","302,820",N/A,"3,413","5,089","577,503","577,097","723,469","55,026","13,120","42,124","2,506","48,492","293,176","785,195","151,011","6,647,210","4,953,635","204,214","2,710,434","166,397","1,609,299","29,407","3,111",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,3,"9,701","1,933,277","7,844,176","2,505,820","1,354,820","556,126","228,269","173,855","122,467","35,705","34,580","1,048,856","676,467","235,013","441,454",N/A,"48,930","116,398","5,878","24,033","137,881",N/A,"168,339","4,732,873","2,833","4,730,039","76,067","4,653,973","1,382,480","1,220,981","161,499","49,966","766,781","99,784","27,867","428,589","371,821","89,498","4,507","353,374","134,881","81,925","419,126","7,844,176","5,083,209","680,911","4,402,298","3,606,681","795,617","3,180,492","1,752,551","255,703","616,577","447,160","394,785","6,076","96,385","210,911","281,492","7,146,087","698,088","698,088","5,294","31,486","340,981","305,596",N/A,"14,255","15,897","588,177","587,758","738,467","62,112","14,109","44,726","2,745","48,540","297,180","804,273","157,342","6,764,438","5,049,775","205,810","2,786,308","165,637","1,618,816","28,772","2,908",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2001,4,"9,613","1,966,693","7,867,077","2,560,127","1,379,102","569,531","231,465","184,356","123,180","35,798","36,695","1,019,922","700,557","249,866","450,691",N/A,"48,410","117,662","7,445","23,925","116,011",N/A,"169,982","4,764,511","3,289","4,761,222","80,028","4,681,195","1,465,247","1,301,143","164,104","48,095","810,422","100,982","30,891","426,056","345,118","89,124","4,622","304,761","143,700","86,830","401,528","7,867,077","5,189,428","629,516","4,559,912","3,665,102","894,809","3,214,407","1,685,937","261,166","588,498","452,527","395,728","5,816","99,227","183,301","234,707","7,160,217","706,860","706,860","5,731","31,128","358,712","306,371",N/A,"5,323","6,219","601,711","601,330","755,500","62,718","14,121","48,011","3,192","45,064","297,065","749,180","190,861","6,785,721","5,164,885","214,706","2,884,737","172,280","1,601,453","30,894","2,861",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,"9,520","1,993,779","7,822,742","2,557,801","1,343,693","585,391","232,277","199,665","125,488","36,291","34,997","1,003,785","718,081","264,482","453,598",N/A,"45,538","118,151","6,411","22,796","113,147",N/A,"169,782","4,755,888","4,016","4,751,872","82,951","4,668,921","1,488,219","1,322,715","165,504","53,859","814,067","101,390","32,058","374,707","341,828","89,514","4,876","316,684","158,046","93,747","374,368","7,822,742","5,172,246","603,534","4,568,712","3,738,599","830,112","3,305,280","1,670,038","268,857","611,165","442,650","360,482","5,584","96,727","177,737","222,228","7,101,065","721,677","721,677","5,641","30,968","376,573","308,855",N/A,644,"2,149","611,323","610,921","764,005","57,734","14,636","50,382","3,492","44,822","301,565","739,069","167,741","6,822,858","5,400,240","210,748","3,178,846","166,717","1,553,372","29,332","2,942",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
